audience_name,size
咳嗽,19590740
牙結石清除術,1064330
泌尿外科,9265190
胸腔醫學,1900760
美國胸腔學會,52750
牙齒,100392610
人類牙齒,5269750
大腸,23948400
失眠 (小說),25060
慢性阻塞性肺病,7412240
皮膚,471122520
皮膚病學,64370960
表皮 (皮膚),1690
胃酸,3663240
